Customer_ID,Customer_Name,Gender,Age,Date_of_Birth,Marital_Status,Education,Occupation,Employment_Type,Employer_Name,Annual_Income,Income_Group,Customer_Segment,Account_Type,Existing_Loans,Dependents,Credit_Card_Holder,Years_With_Bank,Customer_Status,Join_Date
CUST06526,Tristan Sur,Male,45,1980-09-11,Married,Graduate,Teacher,Salaried,Rana-Raghavan,578643,Middle,Gold,Premium,0,5,Yes,3,Active,2023-07-25
CUST06527,Abhimanyu Sampath,Male,61,1965-03-19,Married,Graduate,Business Owner,Business,Singh-Rau,1819988,High,Platinum,Salary,0,0,No,6,Active,2020-07-25
CUST06528,Dhruv Varughese,Male,47,1978-09-08,Married,Diploma,Doctor,Salaried,"Pingle, Bora and Raju",1864617,High,Platinum,Salary,1,2,Yes,17,Active,2009-07-28
CUST06529,Rehaan Nagar,Male,33,1992-08-31,Married,Graduate,Government Employee,Government,"Memon, Mand and Dey",707030,Middle,Gold,Savings,3,0,No,15,Active,2011-07-28
CUST06530,Sneha Deshmukh,Female,69,1957-03-01,Single,Diploma,Engineer,Salaried,Aggarwal and Sons,955502,Middle,Gold,Salary,1,3,No,14,Active,2012-07-27
CUST06531,Nathan Prashad,Male,28,1998-01-17,Single,Post Graduate,Government Employee,Government,Trivedi Ltd,712723,Middle,Gold,Savings,2,5,Yes,10,Active,2016-07-26
CUST06532,Omya Pandya,Female,30,1996-04-01,Married,Diploma,Government Employee,Government,Walla-Varghese,814722,Middle,Gold,Savings,1,1,Yes,12,Inactive,2014-07-27
CUST06533,Osha Bajaj,Female,46,1980-05-25,Single,Graduate,Self-Employed,Self-Employed,Bhavsar-Rajan,1655584,High,Platinum,Premium,2,4,Yes,22,Active,2004-07-29
CUST06534,Eshana Ramesh,Female,28,1997-12-25,Single,High School,IT Professional,Salaried,Dhingra LLC,1027680,High,Platinum,Savings,1,5,Yes,3,Active,2023-07-25
CUST06535,Amruta Bajwa,Female,29,1997-02-28,Married,Graduate,Banker,Salaried,Buch PLC,984128,Middle,Gold,Salary,0,0,No,11,Active,2015-07-27
CUST06536,Hredhaan Hari,Male,25,2001-07-10,Single,Graduate,IT Professional,Salaried,Sur-Sama,819305,Middle,Gold,Current,0,1,Yes,2,Active,2024-07-24
CUST06537,Jasmit Sinha,Female,63,1962-08-11,Married,High School,Doctor,Salaried,Dhingra-Murty,1820210,High,Platinum,Savings,1,5,No,12,Active,2014-07-27
CUST06538,Yash Venkataraman,Male,31,1994-10-31,Married,High School,Self-Employed,Self-Employed,Sastry-Ahluwalia,1665885,High,Platinum,Savings,1,5,Yes,13,Active,2013-07-27
CUST06539,Akshay Badal,Male,37,1989-07-17,Married,Graduate,Business Owner,Business,"Dada, Joshi and Baria",1809873,High,Platinum,Savings,1,5,No,6,Active,2020-07-25
CUST06540,Faqid Nath,Male,30,1995-09-18,Married,Post Graduate,IT Professional,Salaried,Dhawan-Parmer,1091693,High,Platinum,Savings,0,3,Yes,12,Active,2014-07-27
CUST06541,Ekalinga Taneja,Male,29,1997-07-25,Single,High School,IT Professional,Salaried,Seshadri-Suresh,760428,Middle,Gold,Current,1,5,No,11,Inactive,2015-07-27
CUST06542,Michael Balasubramanian,Male,50,1976-07-20,Single,Graduate,Government Employee,Government,Dhar and Sons,815622,Middle,Gold,Savings,3,3,Yes,3,Active,2023-07-25
CUST06543,Michael Sinha,Male,45,1980-10-04,Married,High School,Engineer,Salaried,Mani PLC,1017360,High,Platinum,Savings,0,3,Yes,16,Inactive,2010-07-28
CUST06544,Zilmil Balasubramanian,Female,68,1957-08-13,Married,Graduate,Student,Salaried,Bhandari-Mannan,239556,Low,Retail,Current,0,5,Yes,7,Active,2019-07-26
CUST06545,Bimala Dubey,Female,49,1976-11-13,Single,Post Graduate,Self-Employed,Self-Employed,Kamdar PLC,1258835,High,Platinum,Savings,1,5,No,24,Active,2002-07-30
CUST06546,Ronith Comar,Male,22,2004-05-26,Single,Graduate,Engineer,Salaried,"Baria, Ranganathan and Goda",732604,Middle,Gold,Current,2,1,No,4,Active,2022-07-25
CUST06547,Advay Kar,Male,64,1961-09-28,Married,Post Graduate,Business Owner,Business,Wason-Ray,2294830,Premium,Corporate,Premium,3,5,Yes,23,Active,2003-07-30
CUST06548,Ekansh Nagar,Male,52,1974-08-05,Single,High School,Government Employee,Government,"Mital, Jani and Wadhwa",604633,Middle,Gold,Savings,2,1,No,16,Inactive,2010-07-28
CUST06549,Aryan Bakshi,Male,49,1977-02-22,Single,PhD,IT Professional,Salaried,Sathe PLC,1122103,High,Platinum,Savings,4,3,Yes,24,Active,2002-07-30
CUST06550,Amruta Chacko,Female,30,1995-11-02,Married,Post Graduate,Business Owner,Business,Oza PLC,2182815,Premium,Corporate,Current,2,2,No,4,Active,2022-07-25
CUST06551,Frado Krish,Male,28,1997-10-07,Single,Graduate,Engineer,Salaried,"Mall, Trivedi and Soni",996510,Middle,Gold,Salary,1,3,Yes,9,Active,2017-07-26
CUST06552,Abdul Divan,Male,34,1992-05-18,Married,PhD,Government Employee,Government,Kala-Tank,880749,Middle,Gold,Premium,0,0,No,2,Active,2024-07-24
CUST06553,Kashvi Gade,Female,55,1971-01-04,Married,Diploma,Government Employee,Government,Narula-Ganguly,634942,Middle,Gold,Savings,0,5,No,4,Active,2022-07-25
CUST06554,Zansi Sehgal,Female,26,2000-01-12,Single,Diploma,Teacher,Salaried,"Jayaraman, Rattan and Bakshi",571641,Middle,Gold,Premium,2,2,Yes,8,Active,2018-07-26
CUST06555,Neha Parsa,Female,54,1971-09-11,Married,Post Graduate,Doctor,Salaried,"Chakraborty, Pillai and Pant",2057084,Premium,Corporate,Premium,2,5,Yes,22,Active,2004-07-29
CUST06556,Zayan Mand,Male,22,2004-03-24,Single,Graduate,Teacher,Salaried,"Narain, Peri and Dugar",478013,Low,Retail,Salary,1,4,Yes,4,Active,2022-07-25
CUST06557,Hitesh Mutti,Male,60,1965-10-24,Married,Diploma,Government Employee,Government,Vala-Raju,799479,Middle,Gold,Salary,2,4,No,1,Active,2025-07-24
CUST06558,Xavier Gaba,Male,29,1996-08-18,Single,Graduate,Doctor,Salaried,Sood-Saraf,2313202,Premium,Corporate,Savings,0,4,No,8,Active,2018-07-26
CUST06559,Ojasvi Kala,Female,33,1992-11-22,Married,Post Graduate,IT Professional,Salaried,Purohit-Ranganathan,955996,Middle,Gold,Savings,3,4,Yes,12,Active,2014-07-27
CUST06560,Arunima Chahal,Female,70,1956-05-21,Single,Diploma,Retired,Salaried,Kapadia-Joshi,375475,Low,Retail,Savings,1,3,No,8,Active,2018-07-26
CUST06561,Varsha Sinha,Female,65,1960-11-01,Single,Diploma,Teacher,Salaried,"Sura, Kant and Deshpande",419321,Low,Retail,Savings,4,5,Yes,6,Active,2020-07-25
CUST06562,Lekha Roy,Female,48,1977-10-26,Single,Graduate,Self-Employed,Self-Employed,Tiwari LLC,1391643,High,Platinum,Salary,0,5,Yes,21,Inactive,2005-07-29
CUST06563,Lipika Pandey,Female,57,1969-02-26,Single,High School,IT Professional,Salaried,Yadav-Madan,1259144,High,Platinum,Savings,0,3,Yes,24,Active,2002-07-30
CUST06564,Rajeshri Nanda,Female,33,1993-07-07,Married,Graduate,Retired,Salaried,Sani-Peri,538708,Middle,Gold,Savings,1,1,Yes,13,Active,2013-07-27
CUST06565,Krish Mangal,Male,68,1957-10-19,Single,Graduate,Government Employee,Government,"Sem, Gera and Chaudhuri",638810,Middle,Gold,Salary,2,1,No,4,Active,2022-07-25
CUST06566,Ishwar Biswas,Male,48,1977-11-22,Married,Diploma,Engineer,Salaried,"Kara, Oza and Bakshi",685474,Middle,Gold,Savings,1,2,Yes,4,Active,2022-07-25
CUST06567,Eta Vohra,Female,42,1984-07-14,Married,Diploma,Engineer,Salaried,Dara-Iyengar,898794,Middle,Gold,Savings,2,2,No,3,Active,2023-07-25
CUST06568,Mekhala Peri,Female,29,1997-05-23,Single,High School,Engineer,Salaried,"Nori, Sridhar and Goswami",960820,Middle,Gold,Salary,1,5,No,2,Inactive,2024-07-24
CUST06569,Warhi Chandran,Female,54,1972-04-11,Married,Graduate,Government Employee,Government,Chakrabarti Inc,964709,Middle,Gold,Savings,3,1,Yes,23,Active,2003-07-30
CUST06570,Robert Agrawal,Male,46,1979-09-19,Married,PhD,Banker,Salaried,"Dash, Sawhney and Suresh",945351,Middle,Gold,Salary,0,5,Yes,9,Active,2017-07-26
CUST06571,Turvi Sen,Female,49,1977-04-09,Married,Diploma,Self-Employed,Self-Employed,Singhal-Parmer,1516543,High,Platinum,Savings,1,2,No,17,Active,2009-07-28
CUST06572,Mahika Bal,Female,27,1998-08-31,Single,Graduate,Engineer,Salaried,"Sundaram, Dhawan and Sur",828114,Middle,Gold,Salary,0,3,No,5,Active,2021-07-25
CUST06573,Azad Tiwari,Male,38,1987-09-28,Married,Graduate,Teacher,Salaried,Chada Inc,688270,Middle,Gold,Current,0,4,No,17,Active,2009-07-28
CUST06574,Praneel Sankar,Male,63,1962-10-26,Married,Graduate,Teacher,Salaried,Sridhar-Palla,516345,Middle,Gold,Savings,3,3,Yes,24,Active,2002-07-30
CUST06575,Anika Randhawa,Female,28,1997-11-08,Single,Graduate,IT Professional,Salaried,Chander Inc,815094,Middle,Gold,Current,0,4,No,2,Active,2024-07-24
CUST06576,Irya Savant,Female,43,1982-10-17,Single,Graduate,IT Professional,Salaried,Krishnan LLC,1059696,High,Platinum,Savings,3,1,Yes,24,Active,2002-07-30
CUST06577,Liam Mandal,Male,22,2004-01-30,Single,Graduate,Business Owner,Business,Agarwal-Agarwal,2992253,Premium,Corporate,Savings,1,3,Yes,4,Active,2022-07-25
CUST06578,Lohit Sengupta,Male,45,1980-12-05,Married,Post Graduate,Government Employee,Government,Chada Ltd,954377,Middle,Gold,Salary,0,5,Yes,10,Active,2016-07-26
CUST06579,Rachit Khalsa,Male,43,1983-01-26,Married,Graduate,Engineer,Salaried,"Parsa, Tripathi and Devan",736636,Middle,Gold,Current,0,3,Yes,23,Inactive,2003-07-30
CUST06580,Logan Tandon,Male,56,1970-02-02,Married,Diploma,Banker,Salaried,Sama-Bath,654305,Middle,Gold,Salary,4,2,No,11,Active,2015-07-27
CUST06581,Yachana Deo,Female,57,1969-07-21,Married,Graduate,Business Owner,Business,"Tripathi, Sridhar and Cheema",2321245,Premium,Corporate,Savings,4,1,Yes,20,Active,2006-07-29
CUST06582,Irya Oak,Female,36,1989-08-06,Married,Graduate,Banker,Salaried,Kaul-Venkataraman,951857,Middle,Gold,Savings,1,2,Yes,8,Inactive,2018-07-26
CUST06583,Lila Ranganathan,Female,57,1969-07-16,Married,Post Graduate,Government Employee,Government,Karpe and Sons,937756,Middle,Gold,Savings,0,3,No,2,Active,2024-07-24
CUST06584,Simon Mallick,Male,34,1992-06-25,Married,Diploma,Engineer,Salaried,"Nagarajan, De and Baral",889366,Middle,Gold,Premium,1,2,No,16,Active,2010-07-28
CUST06585,Avni Ganesan,Female,54,1972-05-17,Married,High School,Self-Employed,Self-Employed,"Kunda, Shah and Solanki",1488887,High,Platinum,Savings,2,3,No,24,Active,2002-07-30
CUST06586,Warjas Sridhar,Male,33,1993-04-12,Married,Post Graduate,Engineer,Salaried,Behl Ltd,956445,Middle,Gold,Current,0,5,Yes,15,Active,2011-07-28
CUST06587,Isaac Shah,Male,32,1993-11-28,Married,Graduate,IT Professional,Salaried,Dash-Amble,949325,Middle,Gold,Salary,1,4,Yes,6,Active,2020-07-25
CUST06588,Hamsini Nanda,Female,44,1982-06-21,Married,High School,IT Professional,Salaried,Sarin-Nayar,754374,Middle,Gold,Savings,1,3,Yes,4,Active,2022-07-25
CUST06589,Vasana Rajan,Female,67,1959-06-12,Single,Graduate,Doctor,Salaried,Chacko and Sons,1545408,High,Platinum,Savings,0,4,Yes,17,Active,2009-07-28
CUST06590,Aadi Bava,Male,36,1989-08-08,Married,Graduate,IT Professional,Salaried,"Gade, Purohit and Hegde",1166124,High,Platinum,Premium,0,3,Yes,12,Active,2014-07-27
CUST06591,Fariq Gala,Male,30,1995-09-16,Married,Post Graduate,Business Owner,Business,Som-Krish,2559225,Premium,Corporate,Current,4,1,Yes,12,Active,2014-07-27
CUST06592,Luke Buch,Male,59,1967-04-06,Married,High School,IT Professional,Salaried,"Mody, Borra and Yadav",1094517,High,Platinum,Savings,0,0,No,25,Active,2001-07-30
CUST06593,David Sastry,Male,66,1959-12-27,Single,Diploma,Banker,Salaried,"Rout, Ratti and Buch",943164,Middle,Gold,Salary,2,2,Yes,3,Active,2023-07-25
CUST06594,Anjali Prabhakar,Female,59,1966-08-13,Married,PhD,IT Professional,Salaried,Gola-Krishnamurthy,947961,Middle,Gold,Savings,0,1,Yes,17,Active,2009-07-28
CUST06595,Megha Raju,Female,63,1962-11-13,Married,Graduate,Government Employee,Government,"Soni, Agarwal and Mitra",956301,Middle,Gold,Salary,0,2,Yes,10,Active,2016-07-26
CUST06596,Aadhya D’Alia,Female,22,2003-12-23,Single,High School,Government Employee,Government,Atwal-Chawla,763721,Middle,Gold,Salary,0,5,Yes,4,Active,2022-07-25
CUST06597,Zehaan Chakraborty,Male,62,1963-10-20,Single,Post Graduate,Government Employee,Government,Aurora PLC,941966,Middle,Gold,Savings,0,3,No,19,Active,2007-07-29
CUST06598,Yamini Bir,Female,64,1962-03-10,Single,Diploma,IT Professional,Salaried,"Mandal, Gandhi and Narasimhan",757543,Middle,Gold,Salary,0,1,Yes,4,Active,2022-07-25
CUST06599,Sanaya Lata,Female,38,1988-01-07,Single,High School,Teacher,Salaried,Kibe and Sons,513697,Middle,Gold,Savings,2,0,No,17,Active,2009-07-28
CUST06600,Samarth Sehgal,Male,25,2000-12-30,Single,High School,Teacher,Salaried,"Contractor, Panchal and Yogi",643197,Middle,Gold,Premium,0,2,No,7,Active,2019-07-26
CUST06601,Harsh Kota,Male,33,1993-05-15,Married,Graduate,IT Professional,Salaried,Edwin-Bail,958553,Middle,Gold,Salary,1,1,Yes,13,Closed,2013-07-27
CUST06602,Naveen Kalita,Male,35,1991-03-29,Married,Diploma,Self-Employed,Self-Employed,Bhargava-Arya,1533260,High,Platinum,Salary,0,3,No,16,Active,2010-07-28
CUST06603,Kritika Nagy,Female,41,1984-09-22,Married,Graduate,Engineer,Salaried,Chana-Lala,820696,Middle,Gold,Savings,2,0,Yes,5,Active,2021-07-25
CUST06604,Hardik Dhaliwal,Male,39,1987-04-26,Single,Post Graduate,Retired,Salaried,Dugar-Pillai,457717,Low,Retail,Savings,0,3,Yes,5,Inactive,2021-07-25
CUST06605,Lavanya Sen,Female,31,1995-03-19,Married,Graduate,IT Professional,Salaried,Dar-Ray,1197046,High,Platinum,Salary,4,5,Yes,13,Active,2013-07-27
CUST06606,Siddharth Bath,Male,64,1962-03-28,Single,Graduate,Government Employee,Government,Uppal LLC,788738,Middle,Gold,Savings,0,0,Yes,6,Active,2020-07-25
CUST06607,Harshil Bhat,Male,61,1965-06-05,Married,Graduate,Government Employee,Government,Jaggi-Shukla,671699,Middle,Gold,Premium,1,2,Yes,16,Inactive,2010-07-28
CUST06608,Lipika Barman,Female,69,1957-04-14,Married,Graduate,Teacher,Salaried,"Kothari, Narain and Dutt",464588,Low,Retail,Salary,2,4,Yes,2,Active,2024-07-24
CUST06609,Zilmil Mitra,Female,40,1985-08-05,Married,Graduate,Self-Employed,Self-Employed,Nagy-Bhat,1431269,High,Platinum,Current,0,2,No,15,Active,2011-07-28
CUST06610,Aarnav Vaidya,Male,45,1980-12-10,Married,Post Graduate,Business Owner,Business,Kuruvilla-Date,2479653,Premium,Corporate,Savings,1,0,Yes,15,Inactive,2011-07-28
CUST06611,Omaja Rana,Female,55,1970-10-29,Married,Diploma,Business Owner,Business,"Magar, Issac and Kara",2248973,Premium,Corporate,Savings,1,3,No,1,Active,2025-07-24
CUST06612,Samesh Prabhu,Male,50,1976-02-07,Married,Post Graduate,IT Professional,Salaried,Sarkar-Halder,931614,Middle,Gold,Savings,1,4,No,9,Active,2017-07-26
CUST06613,David Bahri,Male,34,1991-11-29,Married,Graduate,Teacher,Salaried,"Dhaliwal, Bail and Bail",533824,Middle,Gold,Savings,1,0,No,16,Active,2010-07-28
CUST06614,Christopher Jha,Male,63,1962-09-08,Single,Graduate,Doctor,Salaried,Maharaj-Suresh,2306796,Premium,Corporate,Salary,0,5,Yes,19,Active,2007-07-29
CUST06615,Krish Chandra,Male,39,1987-02-23,Married,Diploma,Banker,Salaried,Gopal Group,857867,Middle,Gold,Savings,2,0,Yes,11,Active,2015-07-27
CUST06616,Hredhaan Bala,Male,35,1991-07-19,Married,Graduate,Banker,Salaried,Jani-Grewal,1068181,High,Platinum,Savings,2,5,Yes,10,Active,2016-07-26
CUST06617,Avi Tank,Male,46,1980-07-08,Married,Diploma,IT Professional,Salaried,Naidu-Joshi,866979,Middle,Gold,Salary,1,0,Yes,10,Active,2016-07-26
CUST06618,Indrajit Saini,Male,45,1981-06-30,Married,Post Graduate,Government Employee,Government,"Dhar, D’Alia and Khanna",973830,Middle,Gold,Salary,1,5,Yes,4,Active,2022-07-25
CUST06619,Theodore Deshpande,Male,57,1968-12-20,Married,Graduate,Self-Employed,Self-Employed,Babu LLC,1661529,High,Platinum,Savings,1,3,No,8,Active,2018-07-26
CUST06620,Gauri Bawa,Female,33,1992-10-10,Married,High School,Self-Employed,Self-Employed,Hayre LLC,1540880,High,Platinum,Savings,2,5,Yes,10,Active,2016-07-26
CUST06621,Hredhaan Kant,Male,24,2001-11-25,Single,High School,Retired,Salaried,Chakraborty-Wadhwa,588547,Middle,Gold,Savings,2,2,Yes,6,Active,2020-07-25
CUST06622,Gaurangi Dhar,Female,54,1972-02-24,Married,High School,Self-Employed,Self-Employed,Mammen-Zacharia,1158833,High,Platinum,Savings,4,3,No,18,Active,2008-07-28
CUST06623,Harish Karnik,Male,66,1960-03-16,Married,Post Graduate,Business Owner,Business,Sarkar LLC,2435289,Premium,Corporate,Savings,2,2,Yes,3,Active,2023-07-25
CUST06624,Thomas Sharma,Male,54,1971-10-14,Married,Post Graduate,Business Owner,Business,Borra Inc,2165847,Premium,Corporate,Savings,0,0,Yes,10,Closed,2016-07-26
CUST06625,Prisha Balakrishnan,Female,40,1986-05-20,Single,Post Graduate,IT Professional,Salaried,Pandey and Sons,1139099,High,Platinum,Savings,0,0,No,17,Active,2009-07-28
CUST06626,Tara Minhas,Female,55,1970-10-22,Single,High School,Engineer,Salaried,Chadha and Sons,1082105,High,Platinum,Savings,2,1,Yes,16,Active,2010-07-28
CUST06627,Ayushman Ahluwalia,Male,42,1983-12-08,Single,Diploma,Teacher,Salaried,Sheth Inc,556490,Middle,Gold,Premium,0,4,No,6,Active,2020-07-25
CUST06628,Utkarsh Handa,Male,49,1977-01-11,Married,Diploma,Engineer,Salaried,Zacharia LLC,1152734,High,Platinum,Salary,1,3,Yes,5,Active,2021-07-25
CUST06629,Kamala Loke,Female,43,1982-12-23,Single,Post Graduate,Self-Employed,Self-Employed,Sarma and Sons,1130067,High,Platinum,Current,0,4,Yes,14,Active,2012-07-27
CUST06630,Netra Bail,Female,23,2003-05-07,Single,High School,Self-Employed,Self-Employed,Hayre Inc,1291513,High,Platinum,Savings,3,4,Yes,5,Active,2021-07-25
CUST06631,Sanaya Gill,Female,21,2005-03-26,Single,Graduate,Business Owner,Business,Sinha Ltd,2539639,Premium,Corporate,Salary,1,5,Yes,3,Active,2023-07-25
CUST06632,Andrew Chad,Male,47,1978-08-06,Married,Post Graduate,IT Professional,Salaried,Karan-Randhawa,902540,Middle,Gold,Savings,0,1,Yes,21,Active,2005-07-29
CUST06633,Urishilla Johal,Female,57,1968-09-22,Married,Diploma,Banker,Salaried,Ravel-Loyal,788807,Middle,Gold,Salary,2,1,No,12,Closed,2014-07-27
CUST06634,Janaki Prabhu,Female,31,1994-12-24,Married,PhD,Engineer,Salaried,Chhabra Ltd,839379,Middle,Gold,Premium,0,5,Yes,10,Active,2016-07-26
CUST06635,Gautami Kalla,Female,39,1986-08-15,Married,Diploma,IT Professional,Salaried,"Taneja, Sabharwal and Sarna",1141853,High,Platinum,Savings,1,0,Yes,7,Active,2019-07-26
CUST06636,Naksh Bhakta,Male,56,1970-07-21,Married,Graduate,Engineer,Salaried,Guha Ltd,876814,Middle,Gold,Savings,1,3,No,16,Active,2010-07-28
CUST06637,Maanas Shah,Male,39,1987-01-05,Married,High School,Retired,Salaried,Chhabra Ltd,372964,Low,Retail,Current,0,0,Yes,13,Inactive,2013-07-27
CUST06638,Nathan Sidhu,Male,49,1976-09-22,Single,Diploma,Teacher,Salaried,Soni LLC,411096,Low,Retail,Savings,3,4,Yes,16,Active,2010-07-28
CUST06639,Barkha Ganguly,Female,32,1993-08-03,Married,Post Graduate,Self-Employed,Self-Employed,"Virk, Dhingra and Banerjee",1465935,High,Platinum,Savings,3,0,No,14,Active,2012-07-27
CUST06640,Amrita Salvi,Female,27,1999-06-09,Single,Graduate,IT Professional,Salaried,"Halder, Chauhan and Guha",1053433,High,Platinum,Savings,1,1,Yes,9,Active,2017-07-26
CUST06641,Maanav Deo,Male,50,1976-02-21,Married,High School,Engineer,Salaried,"Natt, Sachdev and Deo",1138182,High,Platinum,Savings,0,5,No,21,Active,2005-07-29
CUST06642,Abdul Khanna,Male,27,1999-07-22,Single,PhD,IT Professional,Salaried,Soman Ltd,1254360,High,Platinum,Savings,0,5,No,9,Active,2017-07-26
CUST06643,Urishilla Iyengar,Female,52,1974-02-26,Married,Graduate,Business Owner,Business,Rajagopalan-Doshi,2007661,Premium,Corporate,Savings,0,3,Yes,25,Active,2001-07-30
CUST06644,Ranbir Handa,Male,22,2003-08-22,Single,Post Graduate,Doctor,Salaried,"Sinha, Sant and Sodhi",1593349,High,Platinum,Salary,0,2,Yes,4,Active,2022-07-25
CUST06645,Shravya Peri,Female,62,1963-11-19,Single,Graduate,Student,Salaried,Shenoy-Chowdhury,156480,Low,Retail,Savings,1,2,No,12,Active,2014-07-27
CUST06646,Zinal Narayan,Female,25,2000-11-16,Single,Diploma,Teacher,Salaried,Yadav and Sons,690439,Middle,Gold,Premium,0,2,Yes,7,Active,2019-07-26
CUST06647,Upasna Gaba,Female,54,1971-12-22,Single,Diploma,Business Owner,Business,Bir LLC,2322841,Premium,Corporate,Current,0,5,Yes,18,Active,2008-07-28
CUST06648,Vasudha Buch,Female,41,1985-06-06,Single,Graduate,IT Professional,Salaried,Vasa-Sinha,1067879,High,Platinum,Savings,1,1,No,15,Active,2011-07-28
CUST06649,Yadavi Sane,Female,37,1988-11-12,Married,Graduate,Doctor,Salaried,Patla-Lall,1978568,High,Platinum,Salary,1,4,No,19,Active,2007-07-29
CUST06650,Ekanta Nagarajan,Female,42,1984-05-10,Married,Graduate,IT Professional,Salaried,"Mane, Pall and Subramaniam",1199772,High,Platinum,Savings,0,2,No,3,Active,2023-07-25
CUST06651,Yamini Dube,Female,34,1991-12-25,Single,Graduate,Teacher,Salaried,Srinivasan-Sha,459684,Low,Retail,Savings,2,2,Yes,7,Active,2019-07-26
CUST06652,Dalbir Palla,Male,35,1990-11-13,Married,Graduate,Engineer,Salaried,Aurora-Nagi,954835,Middle,Gold,Current,2,1,Yes,3,Active,2023-07-25
CUST06653,Hardik Rao,Male,37,1989-03-15,Married,Graduate,Engineer,Salaried,Kara Group,1058700,High,Platinum,Savings,1,5,Yes,19,Active,2007-07-29
CUST06654,Bishakha Rattan,Female,43,1982-09-08,Married,High School,Doctor,Salaried,Arora PLC,2411299,Premium,Corporate,Savings,2,2,No,16,Active,2010-07-28
CUST06655,Anay Batra,Male,35,1990-10-30,Married,High School,Teacher,Salaried,Kala PLC,436860,Low,Retail,Salary,0,5,No,1,Active,2025-07-24
CUST06656,Dhruv Kumar,Male,23,2003-01-16,Single,High School,IT Professional,Salaried,Choudhury Ltd,1032982,High,Platinum,Savings,0,4,Yes,5,Active,2021-07-25
CUST06657,Aarnav Wali,Male,67,1959-03-30,Married,Diploma,Engineer,Salaried,"Madan, Suresh and Aggarwal",1059221,High,Platinum,Premium,0,2,Yes,14,Active,2012-07-27
CUST06658,Abhiram Datta,Male,35,1991-02-20,Married,Graduate,Teacher,Salaried,"Sodhi, Anand and Gandhi",632284,Middle,Gold,Salary,0,2,Yes,15,Active,2011-07-28
CUST06659,Yashica Kurian,Female,35,1990-11-12,Married,Graduate,Business Owner,Business,"Hans, Sankaran and Pau",1968695,High,Platinum,Salary,3,1,No,15,Active,2011-07-28
CUST06660,Laban Nagar,Male,34,1991-12-14,Married,Diploma,IT Professional,Salaried,"Agarwal, Savant and Chhabra",1111600,High,Platinum,Savings,2,1,Yes,2,Active,2024-07-24
CUST06661,Upma Patla,Female,50,1976-07-23,Married,Graduate,IT Professional,Salaried,Nagi-Yadav,921098,Middle,Gold,Savings,3,1,Yes,23,Active,2003-07-30
CUST06662,Jagat Ahluwalia,Male,25,2001-02-05,Single,Graduate,Retired,Salaried,Sridhar-Deol,554859,Middle,Gold,Savings,0,5,No,7,Active,2019-07-26
CUST06663,Andrew Iyer,Male,48,1978-05-01,Married,Graduate,IT Professional,Salaried,"Ray, More and Goyal",893134,Middle,Gold,Savings,3,2,No,23,Active,2003-07-30
CUST06664,Samarth Zacharia,Male,59,1967-06-26,Single,Post Graduate,Engineer,Salaried,"Maharaj, Ganesh and Jaggi",1173828,High,Platinum,Savings,2,1,Yes,25,Active,2001-07-30
CUST06665,Varsha Sheth,Female,30,1995-12-27,Married,Post Graduate,Banker,Salaried,Kade Inc,1032463,High,Platinum,Current,1,1,Yes,5,Active,2021-07-25
CUST06666,Hamsini Barman,Female,29,1997-01-01,Married,Diploma,Self-Employed,Self-Employed,"Sani, Dasgupta and Nadkarni",1168490,High,Platinum,Current,0,5,Yes,5,Inactive,2021-07-25
CUST06667,Deepa Naidu,Female,26,2000-02-23,Single,Graduate,IT Professional,Salaried,Bedi-Bose,1137968,High,Platinum,Savings,4,0,Yes,8,Inactive,2018-07-26
CUST06668,Ayaan Ravi,Male,33,1992-09-06,Married,Post Graduate,Engineer,Salaried,Thakur-Dube,917677,Middle,Gold,Savings,0,2,No,8,Active,2018-07-26
CUST06669,Yashasvi Pillai,Female,45,1980-09-25,Married,Post Graduate,Government Employee,Government,Bahri-Nadig,746805,Middle,Gold,Current,0,4,Yes,1,Inactive,2025-07-24
CUST06670,Advaith Dash,Male,57,1968-12-02,Single,Post Graduate,Business Owner,Business,"Sur, Naik and Rajagopal",3004336,Premium,Corporate,Current,1,4,No,18,Active,2008-07-28
CUST06671,Isaac Cheema,Male,32,1994-05-26,Single,High School,Government Employee,Government,"Date, Chada and Ghose",960771,Middle,Gold,Savings,1,1,Yes,14,Active,2012-07-27
CUST06672,Abdul Raju,Male,37,1989-01-06,Married,Post Graduate,Business Owner,Business,Rout Ltd,2694626,Premium,Corporate,Savings,0,3,Yes,9,Inactive,2017-07-26
CUST06673,Neel Garg,Male,28,1998-04-22,Single,Graduate,Government Employee,Government,Devan PLC,962651,Middle,Gold,Savings,0,2,Yes,10,Active,2016-07-26
CUST06674,Aarnav Mistry,Male,45,1981-05-21,Married,High School,Retired,Salaried,"Hayer, Ahluwalia and Kale",466573,Low,Retail,Salary,1,3,Yes,24,Inactive,2002-07-30
CUST06675,Viraj Murty,Male,27,1998-09-10,Single,Diploma,IT Professional,Salaried,Sharaf-Gola,942838,Middle,Gold,Current,0,4,No,8,Active,2018-07-26
CUST06676,Barkha Lanka,Female,43,1982-09-03,Married,Graduate,Government Employee,Government,Dey-Biswas,709748,Middle,Gold,Salary,0,2,No,12,Active,2014-07-27
CUST06677,Orinder Chada,Male,44,1981-09-27,Married,Diploma,Self-Employed,Self-Employed,Bahri-Loke,1397279,High,Platinum,Savings,0,4,Yes,9,Active,2017-07-26
