Employee_ID,Employee_Name,Gender,Designation,Department,Branch_ID,Experience_Years,Performance_Rating,Salary,Joining_Date,Employment_Status
EMP0252,Chaman Natt,Female,Relationship Manager,Retail Banking,BR023,22,4.0,1524386,2004-06-23,Resigned
EMP0253,Laksh Cheema,Male,Senior Loan Officer,Retail Banking,BR144,11,4.7,1251500,2015-04-18,Active
EMP0254,Chaman Bal,Female,Loan Officer,Retail Banking,BR169,11,4.2,924090,2015-03-07,Active
EMP0255,Chanakya Sami,Male,Relationship Manager,Retail Banking,BR034,5,2.9,993244,2021-07-04,Active
EMP0256,Januja Suresh,Female,Sales Executive,Sales,BR018,20,4.1,769158,2006-07-25,Active
EMP0257,Veda Ramesh,Female,Sales Executive,Sales,BR069,25,3.5,813097,2000-09-10,Active
EMP0258,Pahal Natarajan,Female,Loan Officer,Retail Banking,BR132,5,3.8,813527,2021-01-29,Active
EMP0259,Yatin Sura,Male,Loan Officer,Retail Banking,BR244,4,3.2,782256,2022-03-01,Active
EMP0260,Aradhana Roy,Female,Loan Officer,Retail Banking,BR057,16,3.5,1008809,2009-09-24,Active
EMP0261,Aarav Radhakrishnan,Male,Loan Officer,Retail Banking,BR075,11,3.2,854281,2015-03-12,Active
EMP0262,Vincent Bajwa,Male,Credit Analyst,Risk,BR230,8,2.5,1148510,2017-09-26,Active
EMP0263,Aashi Choudhary,Female,Loan Officer,Retail Banking,BR027,11,2.8,930220,2014-09-28,Active
EMP0264,Shivansh Dhingra,Male,Loan Officer,Retail Banking,BR008,7,2.7,765041,2019-01-16,Active
EMP0265,Gautami Prashad,Female,Regional Manager,Management,BR093,1,4.2,2109965,2025-06-17,Active
EMP0266,Oeshi Jayaraman,Female,Loan Officer,Retail Banking,BR203,21,4.0,1159179,2005-07-19,Active
EMP0267,Simon Wadhwa,Male,Branch Manager,Management,BR168,23,2.8,2310651,2002-12-06,Active
EMP0268,Laksh Bhargava,Male,Senior Loan Officer,Retail Banking,BR132,19,3.0,1376235,2007-05-17,Active
EMP0269,Mitesh Contractor,Male,Relationship Manager,Retail Banking,BR170,21,4.2,1464842,2005-03-22,Active
EMP0270,Garima Gola,Female,Operations Executive,Operations,BR221,4,3.6,573594,2022-01-17,Active
EMP0271,Veer Badal,Male,Relationship Manager,Retail Banking,BR199,14,3.8,1215127,2012-06-01,Active
EMP0272,Anita Munshi,Female,Regional Manager,Management,BR170,19,2.8,3500887,2007-05-24,Active
EMP0273,Ira Gour,Female,Loan Officer,Retail Banking,BR014,25,3.1,1158152,2000-12-04,Resigned
EMP0274,Janani Keer,Female,Relationship Manager,Retail Banking,BR208,4,3.6,1018780,2022-06-02,Active
EMP0275,Isaac Sathe,Male,Relationship Manager,Retail Banking,BR247,19,3.8,1309529,2006-09-19,Active
EMP0276,Logan Rau,Male,Loan Officer,Retail Banking,BR189,1,3.1,709285,2025-05-29,Active
EMP0277,Nimrat Srinivas,Female,Relationship Manager,Retail Banking,BR077,17,4.0,1259102,2008-11-18,On Leave
EMP0278,Xavier Rau,Male,Loan Officer,Retail Banking,BR169,10,2.7,804579,2016-05-30,On Leave
EMP0279,Charita Subramanian,Female,Sales Executive,Sales,BR146,7,4.1,651788,2019-05-17,Resigned
EMP0280,Ryan Bawa,Male,Loan Officer,Retail Banking,BR095,10,3.2,861860,2016-04-05,Active
EMP0281,Ekani Rajan,Female,Loan Officer,Retail Banking,BR080,21,3.6,1049078,2005-07-04,Active
EMP0282,Ayush Khanna,Male,Relationship Manager,Retail Banking,BR173,13,3.9,1157808,2013-04-04,Active
EMP0283,Vrishti Prabhu,Female,Relationship Manager,Retail Banking,BR125,12,3.7,1093648,2013-10-31,Active
EMP0284,Krishna Sama,Female,Loan Officer,Retail Banking,BR094,4,2.5,741593,2022-03-21,Resigned
EMP0285,Triya Dugar,Female,Operations Executive,Operations,BR048,7,4.0,677403,2019-02-15,Active
EMP0286,Eta Lad,Female,Relationship Manager,Retail Banking,BR166,3,3.0,943077,2022-12-20,Active
EMP0287,Lila Varty,Female,Relationship Manager,Retail Banking,BR213,19,4.2,1223860,2007-04-05,Active
EMP0288,Faqid Gokhale,Male,Loan Officer,Retail Banking,BR196,5,4.5,768769,2021-06-26,Active
EMP0289,Ishani Dixit,Female,Branch Manager,Management,BR158,18,2.8,2236102,2008-07-17,On Leave
EMP0290,Benjamin Pandey,Male,Senior Loan Officer,Retail Banking,BR174,1,4.6,923137,2025-02-03,Active
EMP0291,Chanakya Srinivasan,Male,Relationship Manager,Retail Banking,BR194,3,3.6,973114,2023-01-13,Active
EMP0292,Chakrika Toor,Female,Operations Executive,Operations,BR214,15,3.3,834933,2011-06-22,Active
EMP0293,Adya Guha,Female,Credit Analyst,Risk,BR080,18,4.3,1522394,2008-01-07,Active
EMP0294,Gopal Chand,Male,Sales Executive,Sales,BR215,7,2.7,583721,2019-05-16,On Leave
EMP0295,Hemang Barad,Male,Sales Executive,Sales,BR052,16,3.5,798696,2010-01-16,Active
EMP0296,Zansi Talwar,Female,Loan Officer,Retail Banking,BR027,23,4.5,1101030,2002-11-26,Active
EMP0297,Nachiket Mutti,Male,Operations Executive,Operations,BR167,11,3.0,709008,2015-05-05,Active
EMP0298,Tanmayi Borra,Female,Loan Officer,Retail Banking,BR038,19,4.6,991571,2006-10-04,Active
EMP0299,Vinaya Bhavsar,Female,Loan Officer,Retail Banking,BR187,23,3.7,1127584,2003-02-01,Active
EMP0300,Baljiwan Dey,Male,Loan Officer,Retail Banking,BR184,3,4.5,673755,2023-03-23,Active
EMP0301,Ronith Shenoy,Male,Senior Loan Officer,Retail Banking,BR031,14,4.8,1266698,2011-11-21,Active
EMP0302,Tristan Arora,Male,Credit Analyst,Risk,BR091,17,4.6,1301112,2008-08-05,Active
EMP0303,Vyanjana Khanna,Female,Loan Officer,Retail Banking,BR207,5,3.6,817888,2021-01-24,Active
EMP0304,Dakshesh Shanker,Male,Operations Executive,Operations,BR089,7,5.0,713569,2018-09-17,Active
EMP0305,Harshil Doshi,Male,Senior Loan Officer,Retail Banking,BR156,12,4.2,1190712,2014-03-01,Active
EMP0306,Riya Zacharia,Female,Relationship Manager,Retail Banking,BR171,12,2.6,1164602,2014-03-20,Active
EMP0307,Pahal Ramanathan,Female,Senior Loan Officer,Retail Banking,BR204,9,3.7,1091020,2017-03-03,Active
EMP0308,Kabir Gulati,Male,Sales Executive,Sales,BR157,6,4.6,595242,2020-05-19,Active
EMP0309,Raghav Choudhary,Male,Senior Loan Officer,Retail Banking,BR067,22,4.3,1520664,2003-09-07,Active
EMP0310,Nilima Mahal,Female,Sales Executive,Sales,BR116,12,4.1,685785,2013-11-23,Active
EMP0311,Oni Sekhon,Female,Credit Analyst,Risk,BR227,21,3.8,1568946,2005-02-01,Active
EMP0312,Chakradhar Chaudry,Male,Senior Loan Officer,Retail Banking,BR027,22,4.4,1434935,2004-07-28,On Leave
EMP0313,Champak Deep,Male,Relationship Manager,Retail Banking,BR243,12,3.3,1242033,2014-06-26,Active
EMP0314,Gautam Hans,Male,Relationship Manager,Retail Banking,BR250,14,3.9,1323550,2011-08-12,Active
EMP0315,Andrew Sheth,Male,Loan Officer,Retail Banking,BR157,22,3.0,1084762,2004-01-30,Active
EMP0316,Chandresh Karan,Male,Sales Executive,Sales,BR178,4,3.5,558420,2022-06-15,Active
EMP0317,Farhan Dash,Male,Relationship Manager,Retail Banking,BR241,10,3.1,1042990,2016-03-09,Active
EMP0318,Samar Bora,Male,Sales Executive,Sales,BR147,1,4.0,545431,2024-08-07,Active
EMP0319,Unni Vaidya,Female,Sales Executive,Sales,BR028,3,4.4,507627,2023-07-09,Active
EMP0320,Ishanvi Divan,Female,Regional Manager,Management,BR177,1,3.5,2106979,2025-04-20,Active
EMP0321,Wyatt Narula,Male,Relationship Manager,Retail Banking,BR214,3,4.9,873908,2023-01-04,Active
EMP0322,Advika Rattan,Female,Loan Officer,Retail Banking,BR068,12,3.5,954457,2014-03-26,Active
EMP0323,Krisha Wagle,Female,Senior Loan Officer,Retail Banking,BR061,11,3.8,1161543,2014-08-28,On Leave
EMP0324,Leena Narayanan,Female,Relationship Manager,Retail Banking,BR201,5,3.0,967990,2021-04-03,On Leave
EMP0325,Onveer Mohanty,Male,Loan Officer,Retail Banking,BR066,21,4.0,1079740,2004-10-08,Active
EMP0326,Chatresh Purohit,Male,Relationship Manager,Retail Banking,BR173,8,2.7,1056047,2018-04-13,Active
EMP0327,Ojas Memon,Male,Senior Loan Officer,Retail Banking,BR056,3,4.2,981714,2022-12-11,Active
EMP0328,Fariq Kulkarni,Male,Loan Officer,Retail Banking,BR035,12,2.7,808535,2014-01-10,Active
EMP0329,Jackson Pandit,Male,Loan Officer,Retail Banking,BR242,7,3.4,753005,2018-09-26,Active
EMP0330,Ira Varty,Female,Regional Manager,Management,BR109,1,2.6,2054311,2025-06-21,On Leave
EMP0331,Agastya Hora,Male,Relationship Manager,Retail Banking,BR088,6,4.7,1095374,2020-02-13,Active
EMP0332,Ekansh Konda,Male,Relationship Manager,Retail Banking,BR035,23,3.3,1305143,2003-03-31,Active
EMP0333,Sathvik Nath,Male,Sales Executive,Sales,BR096,24,4.7,888947,2002-01-23,Active
EMP0334,Chandani Patel,Female,Relationship Manager,Retail Banking,BR013,3,5.0,968276,2022-08-13,Active
EMP0335,Vedika Dash,Female,Relationship Manager,Retail Banking,BR114,4,3.2,956183,2021-10-08,Active
EMP0336,Ekanta Khare,Female,Sales Executive,Sales,BR250,3,4.1,492300,2023-02-17,Active
EMP0337,Kevin Ganguly,Male,Relationship Manager,Retail Banking,BR203,11,4.1,1041152,2014-11-22,Active
EMP0338,Eta Das,Female,Loan Officer,Retail Banking,BR174,16,3.7,902508,2009-11-30,Active
EMP0339,Mitali Patla,Female,Senior Loan Officer,Retail Banking,BR247,10,2.9,1093489,2016-04-09,Active
EMP0340,Pratyush Gandhi,Male,Loan Officer,Retail Banking,BR047,16,4.0,877948,2010-07-16,Active
EMP0341,Balvan Sha,Male,Loan Officer,Retail Banking,BR095,2,3.3,736944,2023-10-11,Active
EMP0342,Tamanna Gole,Female,Branch Manager,Management,BR149,11,2.9,1852823,2014-10-04,Active
EMP0343,Nikita Raj,Female,Senior Loan Officer,Retail Banking,BR060,15,3.1,1422293,2010-11-19,Active
EMP0344,Fariq Iyengar,Male,Loan Officer,Retail Banking,BR240,18,5.0,958688,2008-05-02,Active
EMP0345,Vivaan Bali,Male,Senior Loan Officer,Retail Banking,BR164,13,2.9,1362957,2013-03-04,Active
EMP0346,Reyansh Dani,Male,Loan Officer,Retail Banking,BR167,18,2.8,1050096,2007-11-08,Active
EMP0347,Gabriel Nayar,Male,Credit Analyst,Risk,BR146,13,3.2,1340097,2012-09-07,Active
EMP0348,Karan Kohli,Male,Loan Officer,Retail Banking,BR072,21,3.7,1089440,2005-07-16,Active
EMP0349,Avi Barad,Male,Relationship Manager,Retail Banking,BR066,2,3.1,960297,2024-07-03,Active
EMP0350,Saksham Tank,Male,Loan Officer,Retail Banking,BR039,18,2.6,915407,2007-11-25,Active
EMP0351,Vrinda Pai,Female,Sales Executive,Sales,BR171,21,3.0,869466,2005-02-27,On Leave
EMP0352,Samar Manda,Male,Operations Executive,Operations,BR031,23,3.2,891891,2003-05-01,Active
EMP0353,Vedika Rege,Female,Credit Analyst,Risk,BR169,2,4.8,910904,2023-11-05,Active
EMP0354,Dhriti Contractor,Female,Sales Executive,Sales,BR029,21,4.7,892642,2005-05-09,Active
EMP0355,Zaitra Verma,Female,Sales Executive,Sales,BR182,10,3.1,664347,2016-03-15,Active
EMP0356,Shivansh Bajwa,Male,Credit Analyst,Risk,BR202,22,2.6,1692981,2004-01-10,Active
EMP0357,Avi Minhas,Male,Senior Loan Officer,Retail Banking,BR183,16,4.1,1329850,2010-01-13,Active
EMP0358,Raghav Nagy,Male,Sales Executive,Sales,BR159,16,4.5,699849,2009-08-28,Active
EMP0359,Bakhshi Konda,Male,Senior Loan Officer,Retail Banking,BR166,11,3.7,1242692,2015-07-14,Active
EMP0360,Udant Kibe,Male,Loan Officer,Retail Banking,BR159,2,4.8,660136,2023-10-01,Active
EMP0361,Ati Soni,Female,Operations Executive,Operations,BR017,11,2.8,690170,2014-11-20,Active
EMP0362,Jagdish Mohan,Male,Loan Officer,Retail Banking,BR094,24,3.8,1070664,2001-10-06,Active
EMP0363,Kamya Biswas,Female,Loan Officer,Retail Banking,BR221,11,2.6,839483,2014-10-31,On Leave
EMP0364,Ucchal Gala,Female,Loan Officer,Retail Banking,BR032,8,4.5,873145,2018-06-16,Active
EMP0365,Ucchal Das,Female,Credit Analyst,Risk,BR232,25,4.1,1765123,2000-11-16,On Leave
EMP0366,Chavvi Venkatesh,Female,Regional Manager,Management,BR158,17,2.7,3110637,2009-06-29,Active
EMP0367,Diya Yogi,Female,Operations Executive,Operations,BR011,19,4.3,832291,2006-09-01,Active
EMP0368,Aachal Minhas,Female,Relationship Manager,Retail Banking,BR228,4,4.9,893708,2022-03-18,On Leave
EMP0369,Mason Bajwa,Male,Relationship Manager,Retail Banking,BR109,15,4.2,1217119,2011-05-24,Active
EMP0370,Gabriel Bhatnagar,Male,Loan Officer,Retail Banking,BR012,21,3.1,1136491,2005-01-01,Active
EMP0371,Umang Wali,Male,Loan Officer,Retail Banking,BR191,19,3.7,921884,2007-06-22,Active
EMP0372,Ekta Parikh,Female,Branch Manager,Management,BR151,7,4.9,1942812,2018-11-19,Active
EMP0373,Arin Mohan,Male,Loan Officer,Retail Banking,BR148,1,3.1,718462,2024-11-06,Active
EMP0374,Vasana Murthy,Female,Sales Executive,Sales,BR069,7,3.1,640246,2018-07-29,Active
EMP0375,Omaja Tara,Female,Credit Analyst,Risk,BR006,7,3.6,1107093,2018-09-10,Active
EMP0376,Vrishti Jhaveri,Female,Branch Manager,Management,BR117,3,3.6,1626351,2022-10-17,Active
EMP0377,Neelima Bhargava,Female,Sales Executive,Sales,BR244,3,4.4,522792,2022-09-19,Active
EMP0378,Nisha Pandya,Female,Loan Officer,Retail Banking,BR139,21,3.2,1080843,2005-06-16,Active
EMP0379,Adweta Gera,Female,Senior Loan Officer,Retail Banking,BR067,13,2.5,1230016,2012-12-21,Active
EMP0380,Zinal Keer,Female,Loan Officer,Retail Banking,BR016,13,3.2,985860,2012-12-17,Active
EMP0381,Aryan Cherian,Male,Operations Executive,Operations,BR183,21,3.5,912699,2004-07-30,Active
EMP0382,Nirja Mahal,Female,Senior Loan Officer,Retail Banking,BR140,9,3.1,1184399,2016-12-30,Active
EMP0383,Ekansh Natt,Male,Relationship Manager,Retail Banking,BR244,25,4.0,1579649,2000-11-12,Active
EMP0384,Triya Brar,Female,Senior Loan Officer,Retail Banking,BR170,16,3.3,1444542,2009-11-17,Active
EMP0385,Jasmit Mohanty,Female,Credit Analyst,Risk,BR143,4,4.0,1055565,2021-10-27,Resigned
EMP0386,Guneet Luthra,Male,Regional Manager,Management,BR077,12,3.6,2723811,2014-07-23,Active
EMP0387,Jacob Thaker,Male,Credit Analyst,Risk,BR149,7,3.5,1097457,2019-01-24,Active
EMP0388,Laban Pradhan,Male,Senior Loan Officer,Retail Banking,BR161,13,4.1,1163080,2013-02-18,Active
EMP0389,Ishwar Mitra,Male,Loan Officer,Retail Banking,BR190,1,2.8,614026,2025-07-11,Active
EMP0390,Isaiah Malhotra,Male,Loan Officer,Retail Banking,BR221,23,4.0,1134872,2003-03-03,Active
EMP0391,Chandani Shere,Female,Credit Analyst,Risk,BR180,11,4.5,1365688,2014-11-27,Active
EMP0392,Urvi Wable,Female,Sales Executive,Sales,BR058,19,3.2,785826,2007-01-27,Active
EMP0393,Zilmil Bath,Female,Relationship Manager,Retail Banking,BR212,11,4.5,1217937,2015-04-29,Active
EMP0394,Lucky Yogi,Male,Loan Officer,Retail Banking,BR224,20,4.3,980945,2006-02-16,Active
EMP0395,Udyati Chahal,Female,Loan Officer,Retail Banking,BR191,8,3.7,833213,2017-08-04,Active
EMP0396,Lucky Gupta,Male,Relationship Manager,Retail Banking,BR154,2,4.0,948156,2023-11-16,Active
EMP0397,Hemal Mallick,Female,Relationship Manager,Retail Banking,BR046,4,3.5,1029856,2021-09-14,Active
EMP0398,Girik Dora,Male,Credit Analyst,Risk,BR057,23,4.2,1462197,2003-03-05,Active
EMP0399,Vedhika Rajagopalan,Female,Loan Officer,Retail Banking,BR004,1,3.1,641670,2025-03-13,Active
EMP0400,Yahvi Bhasin,Female,Loan Officer,Retail Banking,BR121,6,3.2,707629,2020-06-06,Active
EMP0401,Azad Parsa,Male,Loan Officer,Retail Banking,BR178,25,4.7,1205663,2000-12-15,Active
EMP0402,Wyatt Balay,Male,Loan Officer,Retail Banking,BR136,13,3.4,861143,2012-12-12,Active
EMP0403,Zayyan Verma,Male,Loan Officer,Retail Banking,BR159,10,3.3,765883,2016-07-06,Active
EMP0404,Fitan Choudhury,Male,Loan Officer,Retail Banking,BR024,18,4.2,1039380,2007-12-09,Active
EMP0405,Jacob Sastry,Male,Sales Executive,Sales,BR029,21,4.8,869676,2005-06-21,Active
EMP0406,Kamya Lad,Female,Senior Loan Officer,Retail Banking,BR133,17,3.9,1233673,2009-03-02,Active
EMP0407,Indrajit Tara,Male,Senior Loan Officer,Retail Banking,BR184,4,2.5,937089,2022-01-07,Active
EMP0408,Andrew Jain,Male,Loan Officer,Retail Banking,BR150,14,4.0,931608,2012-06-29,Active
EMP0409,Udarsh Gole,Male,Loan Officer,Retail Banking,BR167,8,4.2,760346,2017-12-10,Active
EMP0410,Forum Badami,Female,Regional Manager,Management,BR237,21,4.0,3236208,2004-08-27,Active
EMP0411,Teerth Thakur,Male,Loan Officer,Retail Banking,BR134,10,3.3,922369,2015-10-14,Active
EMP0412,Karan Balasubramanian,Male,Loan Officer,Retail Banking,BR009,24,3.1,1043211,2002-02-04,Active
EMP0413,Dakshesh Gokhale,Male,Operations Executive,Operations,BR166,21,2.6,836167,2004-11-29,Resigned
EMP0414,Eta Bhagat,Female,Operations Executive,Operations,BR002,24,3.0,971565,2001-09-19,On Leave
EMP0415,Simon Basak,Male,Sales Executive,Sales,BR100,10,3.5,692074,2016-03-19,Active
EMP0416,Kevin Tara,Male,Loan Officer,Retail Banking,BR070,21,4.9,1004391,2005-03-09,On Leave
EMP0417,Frederick Radhakrishnan,Male,Relationship Manager,Retail Banking,BR180,6,4.2,979121,2019-08-20,Active
EMP0418,Kritika Dutta,Female,Sales Executive,Sales,BR151,11,3.7,606331,2014-11-18,Active
EMP0419,Vasana Bhat,Female,Relationship Manager,Retail Banking,BR085,1,3.4,894601,2024-10-12,Active
EMP0420,Samesh Sibal,Male,Loan Officer,Retail Banking,BR161,1,3.7,705093,2024-10-08,Active
EMP0421,Hritik Basak,Male,Loan Officer,Retail Banking,BR034,2,2.7,739256,2024-07-07,Active
EMP0422,Wishi Desai,Female,Loan Officer,Retail Banking,BR185,14,4.0,968375,2012-01-23,Active
EMP0423,Vasatika Vig,Female,Operations Executive,Operations,BR062,5,3.2,647066,2021-07-11,Active
EMP0424,Aadhya Khosla,Female,Relationship Manager,Retail Banking,BR235,23,2.6,1536014,2002-09-25,Active
EMP0425,Ekavir Chand,Male,Loan Officer,Retail Banking,BR019,6,3.0,707504,2020-04-14,Active
EMP0426,Manthan Sodhi,Male,Relationship Manager,Retail Banking,BR146,18,4.5,1285377,2008-01-17,Active
EMP0427,Balvan Banerjee,Male,Loan Officer,Retail Banking,BR050,16,3.3,1055824,2010-07-14,Active
EMP0428,Manbir Kulkarni,Male,Loan Officer,Retail Banking,BR241,19,4.6,977577,2007-03-05,Active
EMP0429,Jai Sahota,Male,Loan Officer,Retail Banking,BR233,23,4.7,1191777,2003-06-05,Active
EMP0430,Chameli Karan,Female,Loan Officer,Retail Banking,BR180,10,3.1,928974,2016-06-06,Active
EMP0431,Mohammed Nazareth,Male,Branch Manager,Management,BR190,11,4.4,1840460,2015-05-27,Active
EMP0432,Anusha Dyal,Female,Senior Loan Officer,Retail Banking,BR228,22,4.9,1612902,2003-10-08,Active
EMP0433,Ayush Oza,Male,Operations Executive,Operations,BR104,21,3.2,909393,2005-03-19,Active
EMP0434,Vihaan Ramaswamy,Male,Relationship Manager,Retail Banking,BR072,25,4.1,1467961,2000-10-07,Active
EMP0435,Sai Radhakrishnan,Female,Relationship Manager,Retail Banking,BR068,15,4.2,1321847,2011-07-13,Active
EMP0436,Hritik Sahota,Male,Senior Loan Officer,Retail Banking,BR188,9,3.0,1155965,2017-02-03,Active
EMP0437,Jatin Gour,Male,Credit Analyst,Risk,BR164,21,3.3,1478882,2004-11-12,Active
EMP0438,Wakeeta Jani,Female,Credit Analyst,Risk,BR220,8,4.5,1102116,2017-12-01,Active
EMP0439,Jalsa Sibal,Female,Loan Officer,Retail Banking,BR138,18,3.5,963510,2007-12-04,Active
EMP0440,Warinder Sekhon,Male,Sales Executive,Sales,BR154,21,4.9,766589,2004-09-17,Active
EMP0441,Gautam Sur,Male,Loan Officer,Retail Banking,BR173,6,3.9,720180,2019-08-16,Active
EMP0442,Rehaan Saini,Male,Loan Officer,Retail Banking,BR176,2,2.8,713309,2024-03-15,Active
EMP0443,Arunima Malhotra,Female,Sales Executive,Sales,BR007,12,4.9,619802,2013-08-30,Active
EMP0444,Laksh Bahl,Male,Relationship Manager,Retail Banking,BR033,6,4.6,934847,2020-01-29,Active
EMP0445,Lekha Vala,Female,Sales Executive,Sales,BR142,12,4.2,711078,2013-12-21,Active
EMP0446,Ikbal Luthra,Male,Sales Executive,Sales,BR199,22,3.8,801231,2003-12-15,Active
EMP0447,Radha Bhandari,Female,Loan Officer,Retail Banking,BR154,1,3.6,716651,2024-11-20,On Leave
EMP0448,Pranit Devan,Male,Senior Loan Officer,Retail Banking,BR175,2,3.8,927180,2024-01-19,Active
EMP0449,Dipta Bahri,Female,Relationship Manager,Retail Banking,BR246,20,3.8,1442685,2006-01-09,On Leave
EMP0450,Sanaya Sengupta,Female,Sales Executive,Sales,BR012,22,3.7,806320,2004-05-30,Active
EMP0451,Rayaan Nanda,Male,Regional Manager,Management,BR155,5,3.6,2564838,2021-06-05,Active
EMP0452,Ayaan Mittal,Male,Loan Officer,Retail Banking,BR187,10,3.3,825365,2016-04-08,Active
EMP0453,Jagdish Suresh,Male,Loan Officer,Retail Banking,BR146,5,2.9,689700,2021-06-23,Active
EMP0454,Girindra Dora,Male,Loan Officer,Retail Banking,BR086,6,4.0,698109,2020-07-01,Active
EMP0455,Anamika Joshi,Female,Operations Executive,Operations,BR121,4,3.9,674618,2022-02-05,Active
EMP0456,Samesh Samra,Male,Operations Executive,Operations,BR235,20,2.9,879077,2006-02-22,Active
EMP0457,Ekansh Varughese,Male,Loan Officer,Retail Banking,BR016,6,4.9,785108,2020-02-12,Active
EMP0458,Naksh Seth,Male,Operations Executive,Operations,BR222,8,2.8,688322,2017-10-20,Active
EMP0459,Ethan Jayaraman,Male,Senior Loan Officer,Retail Banking,BR195,11,4.7,1219737,2015-03-15,Active
EMP0460,Varenya Ravi,Female,Sales Executive,Sales,BR025,24,3.1,784770,2001-11-12,Active
EMP0461,Reyansh Varughese,Male,Operations Executive,Operations,BR095,16,4.6,811695,2010-04-18,Active
EMP0462,Isaiah Chauhan,Male,Regional Manager,Management,BR154,20,3.1,3231261,2005-11-13,Active
EMP0463,Reva Pai,Female,Loan Officer,Retail Banking,BR032,21,4.9,1146619,2005-01-23,Active
EMP0464,Ekiya Baria,Female,Loan Officer,Retail Banking,BR040,18,4.6,1061007,2007-08-17,Active
EMP0465,Warhi Apte,Female,Credit Analyst,Risk,BR249,2,3.1,969815,2024-06-03,Active
EMP0466,Bhavna Kalita,Female,Senior Loan Officer,Retail Banking,BR136,21,2.8,1362022,2004-09-06,Active
EMP0467,Darsh Prasad,Male,Senior Loan Officer,Retail Banking,BR091,25,4.4,1488653,2001-06-26,Active
EMP0468,Kai Chana,Male,Operations Executive,Operations,BR008,14,4.5,750616,2011-11-25,Active
EMP0469,Dipta Ramanathan,Female,Loan Officer,Retail Banking,BR142,1,2.8,612916,2024-09-19,Active
EMP0470,Bhanumati Suri,Female,Loan Officer,Retail Banking,BR113,16,3.3,872502,2009-12-25,Active
EMP0471,Nitesh Mane,Male,Loan Officer,Retail Banking,BR088,25,4.7,1154414,2001-05-27,Active
EMP0472,Logan Kant,Male,Relationship Manager,Retail Banking,BR158,21,2.7,1272606,2004-12-31,Active
EMP0473,Tamanna Jaggi,Female,Senior Loan Officer,Retail Banking,BR010,10,4.9,1230354,2015-08-31,Active
EMP0474,Geetika Panchal,Female,Credit Analyst,Risk,BR191,6,3.8,1204249,2019-11-05,Active
EMP0475,Yoshita Chander,Female,Relationship Manager,Retail Banking,BR030,5,4.4,1048189,2021-02-17,Active
EMP0476,Udyati Dora,Female,Relationship Manager,Retail Banking,BR027,19,3.2,1408880,2007-02-10,Active
EMP0477,Lavanya Morar,Female,Relationship Manager,Retail Banking,BR018,18,3.4,1414987,2008-04-11,Active
EMP0478,Rohan Dara,Male,Loan Officer,Retail Banking,BR066,17,4.1,967366,2009-07-07,Active
EMP0479,Bhavika Ravel,Female,Relationship Manager,Retail Banking,BR149,5,4.0,990599,2020-10-22,Active
EMP0480,Avi Purohit,Male,Operations Executive,Operations,BR113,13,4.1,760842,2012-08-23,Active
EMP0481,Netra Singh,Female,Sales Executive,Sales,BR060,7,4.1,588728,2018-12-20,On Leave
EMP0482,Jonathan Bora,Male,Sales Executive,Sales,BR062,16,4.6,800397,2010-06-12,Active
EMP0483,Anita Palan,Female,Loan Officer,Retail Banking,BR130,15,2.6,994738,2010-12-07,Active
EMP0484,Ridhi Mishra,Female,Regional Manager,Management,BR145,23,2.9,3379821,2003-01-13,Active
EMP0485,Girik Singh,Male,Senior Loan Officer,Retail Banking,BR008,14,4.2,1207572,2012-01-30,Active
EMP0486,Onkar Patil,Male,Loan Officer,Retail Banking,BR215,10,4.5,770451,2015-08-10,Active
EMP0487,Janaki Borra,Female,Relationship Manager,Retail Banking,BR048,4,3.4,941351,2022-03-29,Active
EMP0488,Samesh Sagar,Male,Relationship Manager,Retail Banking,BR012,13,3.3,1245039,2013-02-22,Active
EMP0489,Manya Bir,Female,Relationship Manager,Retail Banking,BR236,4,4.5,906631,2022-06-23,Active
EMP0490,Varenya Raja,Female,Regional Manager,Management,BR239,4,2.9,2706192,2022-04-14,Active
EMP0491,Anirudh Deshpande,Male,Loan Officer,Retail Banking,BR053,15,2.7,958943,2011-02-15,Active
EMP0492,Nilima Talwar,Female,Sales Executive,Sales,BR207,17,2.6,724157,2009-03-01,Active
EMP0493,Warjas Bail,Male,Senior Loan Officer,Retail Banking,BR088,14,2.7,1212948,2011-09-25,Active
EMP0494,Inaya Madan,Female,Relationship Manager,Retail Banking,BR103,2,3.3,859631,2024-02-26,On Leave
EMP0495,Leela Kannan,Female,Loan Officer,Retail Banking,BR204,15,4.2,911531,2010-11-19,Active
EMP0496,Yoshita Acharya,Female,Branch Manager,Management,BR061,1,3.2,1482583,2025-05-27,Active
EMP0497,Aadhya Khatri,Female,Senior Loan Officer,Retail Banking,BR138,24,4.7,1504741,2001-12-15,Active
EMP0498,Balveer Nath,Male,Loan Officer,Retail Banking,BR025,13,4.5,913704,2012-11-17,Active
EMP0499,Prisha Chawla,Female,Senior Loan Officer,Retail Banking,BR077,23,4.7,1589712,2002-08-19,Active
EMP0500,Naksh Johal,Male,Operations Executive,Operations,BR154,20,3.8,890330,2006-07-04,Active
EMP0501,Gaurangi Handa,Female,Relationship Manager,Retail Banking,BR230,19,2.9,1351322,2007-05-17,Active
EMP0502,Gauri Nath,Female,Relationship Manager,Retail Banking,BR085,21,3.3,1491728,2005-07-26,Active
EMP0503,Nandini Pingle,Female,Sales Executive,Sales,BR182,25,4.4,955601,2001-01-02,Active
